"시군구명","월","분류","성별","연령대","매출건수","매출금액합계","데이터기준일"
"창원시 의창구","3","의료/미용","남성","60대","4788","246963622","20240101"
"창원시 의창구","3","의료/미용","남성","70대이상","1744","86363790","20240101"
"창원시 의창구","3","의료/미용","여성","10이하","6","75820","20240101"
"창원시 의창구","3","의료/미용","여성","20대","2109","80416290","20240101"
"창원시 의창구","3","의료/미용","여성","30대","7340","294070734","20240101"
"창원시 의창구","3","의료/미용","여성","40대","5723","263624196","20240101"
"창원시 의창구","3","의료/미용","여성","50대","4819","246999937","20240101"
"창원시 의창구","3","의료/미용","여성","60대","3416","183964730","20240101"
"창원시 의창구","3","의료/미용","여성","70대이상","778","40654330","20240101"
"창원시 의창구","3","의생활","남성","20대","7","417000","20240101"
"창원시 의창구","3","의생활","남성","30대","38","2527400","20240101"
"창원시 의창구","3","의생활","남성","40대","6","190400","20240101"
"창원시 의창구","3","의생활","남성","50대","21","1122550","20240101"
"창원시 의창구","3","의생활","남성","60대","10","549750","20240101"
"창원시 의창구","3","의생활","남성","70대이상","3","279400","20240101"
"창원시 의창구","3","의생활","여성","20대","3","252000","20240101"
"창원시 의창구","3","의생활","여성","30대","46","3236100","20240101"
"창원시 의창구","3","의생활","여성","40대","48","5439800","20240101"
"창원시 의창구","3","의생활","여성","50대","64","6784230","20240101"
"창원시 의창구","3","의생활","여성","60대","46","3684000","20240101"
"창원시 의창구","3","의생활","여성","70대이상","7","2295650","20240101"
"창원시 의창구","3","자동차","남성","20대","2011","68097891","20240101"
"창원시 의창구","3","자동차","남성","30대","4811","218065277","20240101"
"창원시 의창구","3","자동차","남성","40대","6081","362876091","20240101"
"창원시 의창구","3","자동차","남성","50대","5503","381557141","20240101"
"창원시 의창구","3","자동차","남성","60대","3207","230137306","20240101"
"창원시 의창구","3","자동차","남성","70대이상","524","32371653","20240101"
"창원시 의창구","3","자동차","여성","20대","718","24732865","20240101"
"창원시 의창구","3","자동차","여성","30대","1807","68770170","20240101"
"창원시 의창구","3","자동차","여성","40대","1934","86392457","20240101"
"창원시 의창구","3","자동차","여성","50대","2240","131279317","20240101"
"창원시 의창구","3","자동차","여성","60대","950","46884876","20240101"
"창원시 의창구","3","자동차","여성","70대이상","57","2383194","20240101"
"창원시 의창구","3","주거생활","남성","20대","10","277647","20240101"
"창원시 의창구","3","주거생활","남성","30대","54","2171730","20240101"
"창원시 의창구","3","주거생활","남성","40대","229","10701389","20240101"
"창원시 의창구","3","주거생활","남성","50대","321","21423290","20240101"
"창원시 의창구","3","주거생활","남성","60대","137","6909420","20240101"
"창원시 의창구","3","주거생활","남성","70대이상","37","4519683","20240101"
"창원시 의창구","3","주거생활","여성","40대","33","2325318","20240101"
"창원시 의창구","3","주거생활","여성","50대","49","4318310","20240101"
"창원시 의창구","3","주거생활","여성","60대","6","217300","20240101"
"창원시 의창구","3","주거생활","여성","70대이상","6","312620","20240101"
"창원시 의창구","4","교육","남성","10이하","16","93900","20240101"
"창원시 의창구","4","교육","남성","20대","187","1467450","20240101"
"창원시 의창구","4","교육","남성","30대","176","8344020","20240101"
"창원시 의창구","4","교육","남성","40대","971","90774380","20240101"
"창원시 의창구","4","교육","남성","50대","113","16587400","20240101"
"창원시 의창구","4","교육","여성","10이하","3","31500","20240101"
"창원시 의창구","4","교육","여성","20대","17","109050","20240101"
"창원시 의창구","4","교육","여성","30대","295","15564790","20240101"
"창원시 의창구","4","교육","여성","40대","1029","101806710","20240101"
"창원시 의창구","4","교육","여성","50대","60","11181210","20240101"
"창원시 의창구","4","교육","여성","60대","3","23900","20240101"
"창원시 의창구","4","기타","남성","20대","6","41800","20240101"
"창원시 의창구","4","기타","남성","30대","234","5435794","20240101"
"창원시 의창구","4","기타","남성","40대","330","8977050","20240101"
"창원시 의창구","4","기타","남성","50대","149","5479768","20240101"
"창원시 의창구","4","기타","남성","60대","41","1536630","20240101"
"창원시 의창구","4","기타","남성","70대이상","9","298220","20240101"
"창원시 의창구","4","기타","여성","20대","22","294298","20240101"
"창원시 의창구","4","기타","여성","30대","196","15234690","20240101"
"창원시 의창구","4","기타","여성","40대","197","3467778","20240101"
"창원시 의창구","4","기타","여성","50대","55","885174","20240101"
"창원시 의창구","4","기타","여성","60대","16","256290","20240101"
"창원시 의창구","4","내구재","남성","10이하","36","10050","20240101"
"창원시 의창구","4","내구재","남성","20대","563","471930","20240101"
"창원시 의창구","4","내구재","남성","30대","64","693930","20240101"
"창원시 의창구","4","내구재","남성","40대","56","948640","20240101"
"창원시 의창구","4","내구재","남성","50대","70","5222920","20240101"
"창원시 의창구","4","내구재","남성","60대","30","480350","20240101"
"창원시 의창구","4","내구재","여성","10이하","79","57300","20240101"
"창원시 의창구","4","내구재","여성","20대","465","188430","20240101"
"창원시 의창구","4","내구재","여성","30대","28","97150","20240101"
"창원시 의창구","4","내구재","여성","40대","52","95630","20240101"
"창원시 의창구","4","내구재","여성","50대","53","2801130","20240101"
"창원시 의창구","4","내구재","여성","60대","7","175900","20240101"
"창원시 의창구","4","레포츠/문화/취미","남성","10이하","332","1464600","20240101"
"창원시 의창구","4","레포츠/문화/취미","남성","20대","8618","54530700","20240101"
"창원시 의창구","4","레포츠/문화/취미","남성","30대","1861","21176530","20240101"
"창원시 의창구","4","레포츠/문화/취미","남성","40대","555","30425523","20240101"
"창원시 의창구","4","레포츠/문화/취미","남성","50대","697","52384640","20240101"
"창원시 의창구","4","레포츠/문화/취미","남성","60대","210","18899150","20240101"
"창원시 의창구","4","레포츠/문화/취미","남성","70대이상","35","2128400","20240101"
"창원시 의창구","4","레포츠/문화/취미","여성","10이하","18","80000","20240101"
"창원시 의창구","4","레포츠/문화/취미","여성","20대","378","2779820","20240101"
"창원시 의창구","4","레포츠/문화/취미","여성","30대","184","4451030","20240101"
"창원시 의창구","4","레포츠/문화/취미","여성","40대","197","6656040","20240101"
"창원시 의창구","4","레포츠/문화/취미","여성","50대","202","7441840","20240101"
"창원시 의창구","4","레포츠/문화/취미","여성","60대","67","4358000","20240101"
"창원시 의창구","4","레포츠/문화/취미","여성","70대이상","4","225000","20240101"
"창원시 의창구","4","서비스","남성","10이하","41","140700","20240101"
"창원시 의창구","4","서비스","남성","20대","1595","6551485","20240101"
"창원시 의창구","4","서비스","남성","30대","275","23180830","20240101"
"창원시 의창구","4","서비스","남성","40대","167","2724710","20240101"
"창원시 의창구","4","서비스","남성","50대","148","2470810","20240101"
"창원시 의창구","4","서비스","남성","60대","27","497290","20240101"
"창원시 의창구","4","서비스","남성","70대이상","18","332000","20240101"
"창원시 의창구","4","서비스","여성","10이하","15","56470","20240101"
"창원시 의창구","4","서비스","여성","20대","136","730235","20240101"
"창원시 의창구","4","서비스","여성","30대","97","1394550","20240101"
"창원시 의창구","4","서비스","여성","40대","102","2295760","20240101"
"창원시 의창구","4","서비스","여성","50대","115","1760405","20240101"
"창원시 의창구","4","서비스","여성","60대","22","244750","20240101"
"창원시 의창구","4","식생활","남성","10이하","385","3482300","20240101"
"창원시 의창구","4","식생활","남성","20대","23774","389901722","20240101"
"창원시 의창구","4","식생활","남성","30대","24435","512991348","20240101"
"창원시 의창구","4","식생활","남성","40대","25430","609589277","20240101"
"창원시 의창구","4","식생활","남성","50대","20619","568220920","20240101"
"창원시 의창구","4","식생활","남성","60대","8580","263146832","20240101"
"창원시 의창구","4","식생활","남성","70대이상","1278","40920484","20240101"
"창원시 의창구","4","식생활","여성","10이하","269","2301690","20240101"
"창원시 의창구","4","식생활","여성","20대","8713","142537610","20240101"
"창원시 의창구","4","식생활","여성","30대","14891","257670557","20240101"
"창원시 의창구","4","식생활","여성","40대","16073","316041759","20240101"
